mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__n_features,param_model__n_trees,params,split0_test_r2,split1_test_r2,split2_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_mse,split1_test_mse,split2_test_mse,mean_test_mse,std_test_mse,rank_test_mse
116.7316415309906,1.3057348137356675,0.7263338565826416,0.017210783599025083,,100,50,"{'model__max_depth': None, 'model__n_features': 100, 'model__n_trees': 50}",0.16049943030868907,0.4112984501811673,0.613550376311006,0.3951160856002874,0.1853108948244723,30,-10325309340.744234,-1832006621.7490609,-1724919050.5450802,-4627411671.012792,4029259264.267221,31
228.81889279683432,4.721298678970692,1.3782816727956135,0.007849753842534675,,100,100,"{'model__max_depth': None, 'model__n_features': 100, 'model__n_trees': 100}",0.1660021746694188,0.5588192037761863,0.6076635302756737,0.4441616362404262,0.1976966642846252,13,-10257629174.94225,-1372930206.0089357,-1751195005.4212644,-4460584795.457483,4102037194.525467,15
3.1417816480000815,0.07410520026044493,0.0918115774790446,0.0030380885533936234,5,,10,"{'model__max_depth': 5, 'model__n_features': None, 'model__n_trees': 10}",0.1731065709054893,0.6234059076314478,0.5554250142563684,0.45064583093110183,0.19820255818680696,9,-10170249735.946012,-1171939960.3127973,-1984361777.8294072,-4442183824.696073,4063911220.7422338,13
15.436357975006104,0.23986412567187188,0.32589006423950195,0.00562092984785662,5,,50,"{'model__max_depth': 5, 'model__n_features': None, 'model__n_trees': 50}",0.1814437902428664,0.5249470757935113,0.6306550770572306,0.44568198103120277,0.19176358967247936,11,-10067707377.062674,-1478338392.5103793,-1648572167.6334286,-4398205979.068828,4009545232.811222,8
30.430076122283936,0.4902587582161378,0.6563332875569662,0.03920375633156962,5,,100,"{'model__max_depth': 5, 'model__n_features': None, 'model__n_trees': 100}",0.17404190386372542,0.563277557042422,0.6324824968390059,0.4566006525817177,0.2017868773084949,5,-10158745750.74451,-1359056057.5404058,-1640415473.97479,-4386072427.419902,4083512275.2904563,6
1.639934778213501,0.0669872923170672,0.09533301989237468,0.0028668829016228877,5,10,10,"{'model__max_depth': 5, 'model__n_features': 10, 'model__n_trees': 10}",0.1732147195477638,0.4760716818514851,0.59858693252274,0.4159577779739963,0.17878411743841807,23,-10168919578.199156,-1630435911.8220594,-1791708426.6240492,-4530354638.881755,3987611075.751347,22
7.8104807535807295,0.15267559819909038,0.3380020459493001,0.009419118080675203,5,10,50,"{'model__max_depth': 5, 'model__n_features': 10, 'model__n_trees': 50}",0.18682876331354636,0.5030648225754075,0.5818624583045964,0.4239186813978501,0.17070635370335785,19,-10001475721.297638,-1546434752.723279,-1866358167.2910044,-4471422880.437306,3912518461.2836213,17
16.024689118067425,0.07728838382787774,0.6235329310099283,0.020072772900360344,5,10,100,"{'model__max_depth': 5, 'model__n_features': 10, 'model__n_trees': 100}",0.18350533434385152,0.6080187896229978,0.6015204615445057,0.4643481951704517,0.19860361095224452,3,-10042351729.513699,-1219823819.4427583,-1778614611.0662348,-4346930053.340898,4033727212.662837,3
3.091660420099894,0.023838660281910708,0.09333348274230957,0.0020546171245488104,5,50,10,"{'model__max_depth': 5, 'model__n_features': 50, 'model__n_trees': 10}",0.14835015543716745,-0.06614538199966402,0.6328769414228873,0.23836057162013025,0.29238611278791166,35,-10474737495.820196,-3317785387.4711905,-1638654869.3955266,-5143725917.5623045,3831416897.165071,35
15.58457056681315,0.11958023235559712,0.33533287048339844,0.007845551129736634,5,50,50,"{'model__max_depth': 5, 'model__n_features': 50, 'model__n_trees': 50}",0.18510303947358198,0.6010942519370501,0.6188988816967629,0.46836539103579833,0.20042857592275873,2,-10022700998.715712,-1241372597.2523477,-1701045980.7675302,-4321706525.57853,4035577479.6951175,2
