Model,Type,Time
Custom Random Forest,training time,80.26348853111267
Custom Random Forest,prediction time,0.013999462127685547
ChatGPT Random Forest,training time,155.90508317947388
ChatGPT Random Forest,prediction time,0.014972925186157227
Sklearn Random Forest,training time,9.555421113967896
Sklearn Random Forest,prediction time,0.013966560363769531
